"timestamp","message","geoname","lat","long","category","geom","data_source","data_source_link","translation_ru","translation_en","translation_he","wikilat","wikilong","wikigeom","news_id"
"2026-03-01 15:40:21","""היה פיצוץ ועפנו, הבית נחרב לגמרי"": עדויות מזירת האסון בבית שמש, שבו נרצחו 9 מפגיעה ישירה  https://t.me/yediotnews25","בית שמש","31.7463","34.9876","security","0101000020E6100000CAC342AD697E41403B014D840DBF3F40","חדשות 100שטח","https://t.me/yediotnews25/118648","""Был взрыв, и нас отбросило, дом полностью разрушен"": свидетельства с места катастрофы в Бейт-Шемеше, где 9 человек погибли в результате прямого попадания","“There was an explosion and we were thrown, the house was completely destroyed”: testimonies from the scene of the disaster in Beit Shemesh, where 9 people were killed by a direct hit","”היה פיצוץ ועפנו, הבית נחרב לגמרי”: עדויות מזירת האסון בבית שמש, שבו נרצחו 9 מפגיעה ישירה","0","0","0101000020E610000000000000000000000000000000000000",33239
"2026-03-01 15:40:16","תקיפה בעיר זנג'אן בצפון-מערב איראן  https://t.me/yediotnews25","Zanjan","36.6767","48.4942","security","0101000020E610000073D712F2413F4840029A081B9E564240","חדשות 100שטח","https://t.me/yediotnews25/118647","Атака в городе Зенджан, северо-западный Иран","Attack in Zanjan city, northwestern Iran","תקיפה בעיר זנג'אן בצפון-מערב איראן","0","0","0101000020E610000000000000000000000000000000000000",33238
"2026-03-01 15:40:10","Массированные атаки в Тегеране.  Приятного просмотра.  #интеллиньюз 💻","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174659","Массированные атаки в Тегеране","Massive attacks in Tehran","מתקפות מסיביות בטהרן","0","0","0101000020E610000000000000000000000000000000000000",33237
"2026-03-01 15:25:34","איזנקוט בתל אביב: אי אפשר להפיל את המשטר האיראני רק בתקיפות מהאוויר  https://t.me/yediotnews25","Tel Aviv","32.0853","34.7818","politics","0101000020E6100000A301BC0512644140A52C431CEB0A4040","חדשות 100שטח","https://t.me/yediotnews25/118645","Айзенкот в Тель-Авиве: Невозможно свергнуть иранский режим только воздушными ударами","Eisenkot in Tel Aviv: It is impossible to overthrow the Iranian regime only with airstrikes","איזנקוט בתל אביב: אי אפשר להפיל את המשטר האיראני רק בתקיפות מהאוויר","0","0","0101000020E610000000000000000000000000000000000000",33236
"2026-03-01 15:25:17","ВВС также атакуют цели в городах Шираз и Кум, Иран.  #интеллиньюз 💻","Shiraz","29.6104","52.5317","security","0101000020E610000040A4DFBE0E444A40787AA52C439C3D40","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174657","ВВС также атакуют цели в городах Шираз и Кум, Иран.","Air Force also attacks targets in the cities of Shiraz and Qom, Iran.","חיל האוויר תוקף גם מטרות בערים שיראז וקום, איראן.","0","0","0101000020E610000000000000000000000000000000000000",33235
"2026-03-01 15:25:10","Амит Сегаль:  Двое израильтян получили легкие ранения в результате попадания осколков дрона-камикадзе в Абу Даби.  #интеллиньюз","Abu Dhabi","24.4539","54.3773","security","0101000020E6100000F163CC5D4B304B4087A757CA32743840","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174656","Амит Сегаль: Двое израильтян получили легкие ранения в результате попадания осколков дрона-камикадзе в Абу Даби. #интеллиньюз","Amit Segal: Two Israelis were lightly injured by shrapnel from a suicide drone in Abu Dhabi. #intelnews","עמית סגל: שני ישראלים נפצעו קל מרסיסים של מזל""ט מתאבד באבו דאבי. #אינטליניוז","0","0","0101000020E610000000000000000000000000000000000000",33234
"2026-03-01 15:11:28","דיווח כי נתניהו ביטל את הביקור בזירה הקשה בבית שמש  https://t.me/yediotnews25","Bet Shemesh","31.7457","34.9862","politics","0101000020E610000058A835CD3B7E414090A0F831E6BE3F40","חדשות 100שטח","https://t.me/yediotnews25/118641","Сообщается, что Нетаньяху отменил визит на место тяжелой аварии в Бейт-Шемеше","Reportedly, Netanyahu canceled the visit to the scene of the serious accident in Beit Shemesh","דווח כי נתניהו ביטל את הביקור בזירה הקשה בבית שמש","0","0","0101000020E610000000000000000000000000000000000000",33233
"2026-03-01 15:11:23","פיצוצים מרהיבים ברחבי טהראן:  https://t.me/yediotnews25","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","חדשות 100שטח","https://t.me/yediotnews25/118639","Взрывы в Тегеране","Explosions in Tehran","פיצוצים בטהראן","0","0","0101000020E610000000000000000000000000000000000000",33232
"2026-03-01 15:11:18","זה היה מהיר... עשן שחור בשמי טהראן  https://t.me/yediotnews25","Tehran","35.6892","51.3890","general","0101000020E61000006F1283C0CAB149409C33A2B437D84140","חדשות 100שטח","https://t.me/yediotnews25/118638","Черный дым в небе Тегерана","Black smoke in the sky of Tehran","עשן שחור בשמי טהראן","0","0","0101000020E610000000000000000000000000000000000000",33231
"2026-03-01 15:11:09","פינוי וחילוץ הגופות ממשיך בזירת הנפילה בבית שמש מדובר בזירה מורכבת וקשה מאוד.   מתנדבי זק״א מפנים את הנרצחים למכון לרפואה משפטית .  https://t.me/yediotnews25","Beit Shemesh","31.7453","34.9862","accident","0101000020E610000058A835CD3B7E414074B515FBCBBE3F40","חדשות 100שטח","https://t.me/yediotnews25/118637","Эвакуация и извлечение тел продолжается на месте крушения в Бейт-Шемеше. Это очень сложная и трудная сцена. Добровольцы ЗАКА эвакуируют убитых в Институт судебной медицины.","Evacuation and extraction of bodies continues at the crash site in Beit Shemesh. This is a very complex and difficult scene. ZAKA volunteers are evacuating the murdered to the Institute of Forensic Medicine.","פינוי וחילוץ הגופות ממשיך בזירת הנפילה בבית שמש. מדובר בזירה מורכבת וקשה מאוד. מתנדבי זק״א מפנים את הנרצחים למכון לרפואה משפטית.","0","0","0101000020E610000000000000000000000000000000000000",33230
"2026-03-01 15:11:02","צה""ל בגל תקיפות נוסף בלב טהראן  חיל האוויר החל כעת בגל תקיפות נוסף בלב טהרן.  בהצלחה, עם שלם מאחוריכם 🇮🇱 ","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","חדשות 100שטח","https://t.me/yediotnews25/118636","Армия обороны Израиля в новой волне атак в самом центре Тегерана. Военно-воздушные силы начали новую волну атак в самом центре Тегерана. Удачи, с вами целая нация 🇮🇱","The IDF in another wave of attacks in the heart of Tehran. The Air Force has now begun another wave of attacks in the heart of Tehran. Good luck, a whole nation is behind you 🇮🇱","צה""ל בגל תקיפות נוסף בלב טהראן. חיל האוויר החל כעת בגל תקיפות נוסף בלב טהראן. בהצלחה, עם שלם מאחוריכם 🇮🇱","0","0","0101000020E610000000000000000000000000000000000000",33229
"2026-03-01 15:10:46","Видео атаки ЦАХАЛа в Тегеране.  #интеллиньюз 💻","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174653","Видео атаки ЦАХАЛа в Тегеране","Video of IDF attack in Tehran","סרטון של תקיפת צה""ל בטהרן","0","0","0101000020E610000000000000000000000000000000000000",33228
"2026-03-01 15:10:38","Пресс-служба ЦАХАЛа:  ЦАХАЛ уничтожил генеральный штаб сил внутренней безопасности иранского террористического режима.  Десятки истребителей ВВС ЦАХАЛа завершили очередную волну атак в небе над Тегераном.  ","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174650","Пресс-служба ЦАХАЛа: ЦАХАЛ уничтожил генеральный штаб сил внутренней безопасности иранского террористического режима. Десятки истребителей ВВС ЦАХАЛа завершили очередную волну атак в небе над Тегераном.","IDF Spokesperson: The IDF destroyed the general headquarters of the Iranian terror regime's internal security forces. Dozens of IDF Air Force fighter jets have completed another wave of attacks in the skies over Tehran.","דובר צה""ל: צה""ל השמיד את המטה הכללי של כוחות הביטחון הפנימיים של משטר הטרור האיראני. עשרות מטוסי קרב של חיל האוויר של צה""ל סיימו גל תקיפות נוסף בשמי טهران.","0","0","0101000020E610000000000000000000000000000000000000",33227
"2026-03-01 15:10:26","Обновление Командования тыла - Выход из укрытия  (01/03/2026 17:03)  Можно выйти, оставаясь рядом с укрытием в районах: Долина Бейт Шеана, Ха-Мифрац, Менаше, Вади Ара, Ха-Кармель, Ха-Амаким, Верхняя Галилея, Центральная Галилея, Линия противостояния, Северный Голан, Южный Голан, Нижняя Галилея Полный список населенных пунктов  Цофар - Цева Адом","Beit She'an Valley","32.5097","35.5014","security","0101000020E6100000711B0DE02DC04140B7627FD93D414040","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174649","Обновление Командования тыла - Выход из укрытия (01/03/2026 17:03) Можно выйти, оставаясь рядом с укрытием в районах: Долина Бейт Шеана, Ха-Мифрац, Менаше, Вади Ара, Ха-Кармель, Ха-Амаким, Верхняя Галилея, Центральная Галилея, Линия противостояния, Северный Голан, Южный Голан, Нижняя Галилея Полный список населенных пунктов Цофар - Цева Адом","Home Front Command Update - Leaving Shelter (01/03/2026 17:03) It is permissible to leave while staying near the shelter in the following areas: Beit She'an Valley, Ha-Mifratz, Menashe, Wadi Ara, Ha-Carmel, Ha-Amakim, Upper Galilee, Central Galilee, Confrontation Line, Northern Golan, Southern Golan, Lower Galilee. Full list of settlements Tsofar - Tzeva Adom","עדכון פיקוד העורף - יציאה ממקלט (01/03/2026 17:03) ניתן לצאת תוך הישארות ליד המק","0","0","0101000020E610000000000000000000000000000000000000",33226
"2026-03-01 15:10:18","Пресс-служба ЦАХАЛа:  ЦАХАЛ начал новую волну атак в самом центре Тегерана.  Военно-воздушные силы только что начали новую волну атак в самом центре Тегерана. ","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174645","Пресс-служба ЦАХАЛа: ЦАХАЛ начал новую волну атак в самом центре Тегерана. Военно-воздушные силы только что начали новую волну атак в самом центре Тегерана.","IDF Spokesperson: IDF has begun a new wave of attacks in the heart of Tehran. The Air Force has just begun a new wave of attacks in the heart of Tehran.","דובר צה""ל: צה""ל החל גל תקיפות חדש בלב טהרן. חיל האוויר החל זה עתה גל תקיפות חדש בלב טהרן.","0","0","0101000020E610000000000000000000000000000000000000",33225
"2026-03-01 15:11:02.090798","דובר צה""ל:  צה""ל החל בגל תקיפות נוסף בלב טהראן  ראשוני: חיל האוויר החל כעת בגל תקיפות נוסף בלב טהראן. ","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","🔞 חדשות ישראל | ללא צנזורה חדשות ישראל, חדשות ישראל בטלגרם","https://t.me/News_il_h/96939","Пресс-секретарь ЦАХАЛа: ЦАХАЛ начал новую волну атак в самом центре Тегерана. Предварительно: ВВС начали новую волну атак в самом центре Тегерана.","IDF Spokesperson: The IDF has begun another wave of attacks in the heart of Tehran. Initial reports: The Air Force has now begun another wave of attacks in the heart of Tehran.","דובר צה""ל: צה""ל החל בגל תקיפות נוסף בלב טהראן ראשוני: חיל האוויר החל כעת בגל תקיפות נוסף בלב טהראן.","0","0","0101000020E610000000000000000000000000000000000000",33224
"2026-03-01 14:56:36","אזעקות באזורים נרחבים בצפון הארץ","North of Israel","33.0000","35.5000","security","0101000020E61000000000000000C041400000000000804040","חדשות 100שטח","https://t.me/yediotnews25/118628","Сирены в широких районах на севере страны","Sirens in wide areas in the north of the country","אזעקות באזורים נרחבים בצפון הארץ","0","0","0101000020E610000000000000000000000000000000000000",33223
"2026-03-01 14:56:23","צה״ל: הותקפו המטה הכללי של ביטחון הפנים ומפקדת ""ת'אראללה"" בטהראן  עשרות מטוסי קרב של חיל האוויר השלימו גל תקיפות נוסף בטהראן, שבמסגרתו הותקפו עשרות מפקדות ומטות של המשטר האיראני. בין היעדים שהותקפו: המטה הכללי של כוחות ביטחון הפנים, המשמש כמרכז פיקוד ושליטה, וכן מפקדת ""ת'אראללה"" האחראית על הגנת הבירה. https://t.me/yediotnews25","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","חדשות 100שטח","https://t.me/yediotnews25/118623","ЦАХАЛ: Атакованы генеральный штаб внутренней безопасности и штаб-квартира ""Таарала"" в Тегеране. Десятки истребителей ВВС завершили еще одну волну атак в Тегеране, в ходе которой были атакованы десятки штабов и штабов иранского режима. Среди атакованных целей: генеральный штаб сил внутренней безопасности, служащий центром командования и управления, а также штаб-квартира ""Таарала"", отвечающая за защиту столицы.","IDF: The General Staff of Internal Security and the ""Tarallah"" Headquarters in Tehran were attacked. Dozens of Air Force fighter jets have completed another wave of attacks in Tehran, in which dozens of headquarters and headquarters of the Iranian regime were attacked. Among the targets attacked: the General Staff of the Internal Security Forces, which serves as a command and control center, as well as the ""Tarallah"" headquarters responsible for the defense of the capital.","צה""ל: הותקפו המטה הכללי של ביטחון הפנים ומפקדת ""ת'אראללה"" בטהראן. עשרות מטוסי קרב של חיל האוויר השלימו גל תקיפות נוסף בטהראן, שבמסגרתו הותקפו עשר","0","0","0101000020E610000000000000000000000000000000000000",33222
"2026-03-01 14:56:16","הזירה הקשה בבית שמש : 3 שעות לאחר הנפילה ועדיין משימת החילוץ והפינוי בעיצומה וכנראה גם צפויה להמשך עוד מספר שעות.  https://t.me/yediotnews25","בית שמש","31.7460","34.9874","accident","0101000020E610000003098A1F637E4140E5D022DBF9BE3F40","חדשות 100שטח","https://t.me/yediotnews25/118622","Тяжелая сцена в Бейт-Шемеше: Через 3 часа после падения спасательная операция все еще продолжается и, вероятно, продлится еще несколько часов.","The difficult scene in Beit Shemesh: 3 hours after the fall, the rescue and evacuation mission is still ongoing and is likely to continue for several more hours.","הזירה הקשה בבית שמש : 3 שעות לאחר הנפילה ועדיין משימת החילוץ והפינוי בעיצומה וכנראה גם צפויה להמשך עוד מספר שעות.","0","0","0101000020E610000000000000000000000000000000000000",33221
"2026-03-01 14:56:11","ראש הממשלה נתניהו בדרכו לזירת הנפילה בבית שמש  https://t.me/yediotnews25","Beit Shemesh","31.7448","34.9881","politics","0101000020E6100000BC96900F7A7E4140910F7A36ABBE3F40","חדשות 100שטח","https://t.me/yediotnews25/118621","Премьер-министр Нетаньяху направляется к месту крушения в Бейт-Шемеше","Prime Minister Netanyahu is on his way to the crash site in Beit Shemesh","ראש הממשלה נתניהו בדרכו לזירת הנפילה בבית שמש","0","0","0101000020E610000000000000000000000000000000000000",33220
"2026-03-01 14:55:53","Центральное командование Вооружённых сил США (CENTCOM):  Иранский корвет класса «Джамаран» был атакован силами США в начале операции «Эпическая ярость».  Корабль в настоящее время тонет и опускается на дно Оманского залива у причала порта Чах-Бехар. Как заявил президент, военнослужащие вооружённых сил Ирана, Корпуса Стражей Исламской Революции и полиции «обязаны сложить оружие».","Chah Bahar","25.2907","60.6430","security","0101000020E6100000FCA9F1D24D524E407CF2B0506B4A3940","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174643","Центральное командование Вооружённых сил США (CENTCOM): Иранский корвет класса «Джамаран» был атакован силами США в начале операции «Эпическая ярость». Корабль в настоящее время тонет и опускается на дно Оманского залива у причала порта Чах-Бехар. Как заявил президент, военнослужащие вооружённых сил Ирана, Корпуса Стражей Исламской Революции и полиции «обязаны сложить оружие».","U.S. Central Command (CENTCOM): The Iranian Jamaran-class corvette was attacked by U.S. forces at the start of Operation Epic Fury. The ship is currently sinking and going to the bottom of the Gulf of Oman off the dock of the port of Chabahar. As the president stated, the military personnel of the Iranian armed forces, the Islamic Revolutionary Guard Corps and the police are ""obliged to lay down their arms.""","פיקוד מרכז של צבא ארה""ב (CENTCOM): קורבטת ג'מארן האיראנית הותקפה על ידי כוחות ארה""ב בתחילת מבצע זעם אפוס. הספינה שוקעת כעת ויורדת לתחתית מפרץ עומאן מול","0","0","0101000020E610000000000000000000000000000000000000",33219
"2026-03-01 14:55:26","🔴 Цева Адом (01/03/2026):  16:47: • Ха-Амаким: Промзона Алон ха-Тавор, Ахузат Барак, Иксаль, Бальфурия, Гиват Эла, Гват, Генигар, Доврат, Дахи, Тамра (Гильбоа), Яфиа, Ифат, Кфар Гидон, Кфар ха-Хореш, Кфар Кана, Мигдаль ха-Эмек, Мизра, Мерхавия Мошав, Мерхавия Киббуц, Машхад, Наура, Нахалаль, Ноф Хагалиль, Нин, Нацерет, Сулам, Илут, Эйн Махель, Афула, Райне, Рамат Давид, Рамат Цви, Сарид, Тель Адашим, Тимрат, Илания, Бейт Кешет, Гидона, Газит, Ган Нер, Дабурия, ха-Йогев, Изреэль, Поселения Омен, Поселения Яэль, Кадури, Кфар Барух, Кфар Ихезкиель, Кафр Мейср, Кфар Киш, Кфар Тавор, Маген Шауль, Мерказ Хевер, Гильбоа Ски Резорт, Нурит, Сандала, Эйн Дор, Эйн Харод, Тель Йосеф, Квуцат Гева, Рам Он, Шадмот Двора, Шибли Ум Эль-Джаннам, Железнодорожная Станция Кфар Барух, Промзона Мевуот ха-Гильбоа, Ораним, Алоней Аба, Алоним, Бейт Лехем ха-Глилит, Бейт Шеарим, Хошайя, ха-Солелим, Зарзир, Хаджаджаре, Кфар Иешуа, Кфар Тиква, Маншия Забда, Ципори, Кирьят-Тивон - Бейт-Зайд, Рамат Ишай, Сдэ Яаков, Шимшит, Мукейбле, Промзона Ципорит, Станция Кфра Йешуа (Минута) • Долина Бейт Шеана: Бейт ха-Шита, Бейт Йосеф, Гешер, Тайбе (Гильбоа), Ярдена, Моледет, Неве Ор, Сдэ Нахум, Менахемия (Минута) • Южный Голан: Хамад Гадер, Ашдот Яаков, Хаон, Мево Хама, Масада, Мааган, Цемах, Шаар ха-Голан, Тель Кацир (15 секунд, Минута, 30 секунд)","Afula","32.6019","35.2931","security","0101000020E6100000933A014D84A5414030BB270F0B4D4040","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174641","Цева Адом в Афуле и окрестностях","Tzeva Adom in Afula and surroundings","צבע אדום בעפולה וסביבתה","0","0","0101000020E610000000000000000000000000000000000000",33218
"2026-03-01 14:40:45","שגרירות הפיליפינים עדכנה כי המטפלת הסיעודית שנהרגה אמש מפגיעת הטיל האיראני בתל אביב היא אזרחית הפיליפינים, מרי אן דה ורה, בת 32  https://t.me/yediotnews25","Tel Aviv","32.0853","34.7818","security","0101000020E6100000A301BC0512644140A52C431CEB0A4040","חדשות 100שטח","https://t.me/yediotnews25/118619","Посольство Филиппин сообщило, что медсестра, погибшая вчера вечером от иранской ракеты в Тель-Авиве, является гражданкой Филиппин, Мэри Энн де Вера, 32 года.","The Philippine Embassy updated that the caregiver who was killed last night by an Iranian missile in Tel Aviv is a Philippine citizen, Mary Ann de Vera, 32 years old.","שגרירות הפיליפינים עדכנה כי המטפלת הסיעודית שנהרגה אמש מפגיעת הטיל האיראני בתל אביב היא אזרחית הפיליפינים, מרי אן דה ורה, בת 32","0","0","0101000020E610000000000000000000000000000000000000",33217
"2026-03-01 14:40:39","התקיפות באיראן נמשכות  תיעוד מתקיפת בסיס הבסיג' בטהראן  https://t.me/yediotnews25","Tehran","35.6892","51.3890","security","0101000020E61000006F1283C0CAB149409C33A2B437D84140","חדשות 100שטח","https://t.me/yediotnews25/118617","Атаки в Иране продолжаются. Документация нападения на базу Басидж в Тегеране","Attacks in Iran continue. Documentation of the attack on the Basij base in Tehran","התקיפות באיראן נמשכות. תיעוד מתקיפת בסיס הבסיג' בטהראן","0","0","0101000020E610000000000000000000000000000000000000",33216
"2026-03-01 14:40:31","Попадание иранского БПЛА в жилой дом в Дубае.  #интеллиньюз 💻","Dubai","25.2667","55.3167","security","0101000020E6100000545227A089A84B40DCD7817346443940","ИнтеллиНьюз - Израиль и Ближний Восток. Все о безопасности","https://t.me/intellinews_russian/174620","Попадание иранского БПЛА в жилой дом в Дубае","An Iranian drone hit a residential building in Dubai","פגיעת כטב""ם איראני בבניין מגורים בדובאי","0","0","0101000020E610000000000000000000000000000000000000",33215
